"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Chen H.; Tian Y.; Wang N.; Tao Y.; Hou J.; Song Y.","Chen, Hao (59679079300); Tian, Yong (59299650600); Wang, Nan (59451131500); Tao, Yanbo (59450885900); Hou, Jiayuan (59450634000); Song, Yulai (16065141300)","59679079300; 59299650600; 59451131500; 59450885900; 59450634000; 16065141300","In-situ intercalation of ZnAl LDH materials: Multidimensional regulation of zinc behavior toward stable and reversible zinc anodes","2026","Journal of Power Sources","662","","238680","","","0","10.1016/j.jpowsour.2025.238680","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023682645&doi=10.1016%2Fj.jpowsour.2025.238680&partnerID=40&md5=5cdcfc7bfa526e9790074bd23d70418c","Digital storage; Electrolytes; Flexible electronics; Hydrogen; Ions; Reaction kinetics; Zinc; Zinc alloys; Zinc compounds; Zinc deposits; Zinc plating; Aqueous zinc-ion battery; In-situ strategy; Ion batteries; Layered porous structure; Metal anodes; Protective layers; Zinc ions; Zinc metal; Zinc metal anode; Znal-LDH; Anodes","Article","Final","","Scopus","2-s2.0-105023682645"
"Li H.; Xiao K.; Xu Y.; Zhang H.; Chen Z.; Mao R.; Chen Z.X.","Li, Han (58773017100); Xiao, Ke (59314541600); Xu, Yangchen (58798212300); Zhang, Haoze (60126474700); Chen, Zhenyi (60126474800); Mao, Runze (57215491523); Chen, Zhi X. (56402032400)","58773017100; 59314541600; 58798212300; 60126474700; 60126474800; 57215491523; 56402032400","DFODE-Kit: Deep learning package for solving flame chemical kinetics with high-dimensional stiff ordinary differential equations","2026","Computer Physics Communications","321","","110013","","","0","10.1016/j.cpc.2025.110013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105026749664&doi=10.1016%2Fj.cpc.2025.110013&partnerID=40&md5=3fbec38b97b188ab441cf39c2945f143","Benchmarking; Chemical bonds; Combustion; Computational chemistry; Computational efficiency; Computational fluid dynamics; Computer simulation languages; Digital libraries; Integration; Neural networks; Open source software; Open systems; Personnel training; Software packages; Stiffness; Systems analysis; Chemical sources; Chemistry integration; Combustion model; Combustion simulations; Deep learning; High-dimensional; Higher-dimensional; Source terms; Stiff ordinary differential equations; Thermochemicals; Deep learning; Economic and social effects; Ordinary differential equations","Article","Final","","Scopus","2-s2.0-105026749664"
"Gupta A.; Mukherjee D.","Gupta, Ankit (60309892600); Mukherjee, Dipayan (57213065128)","60309892600; 57213065128","Factors influencing slope and plateau capacities of hard carbon anodes: A mathematical modeling perspective","2026","Journal of Power Sources","666","","239143","","","0","10.1016/j.jpowsour.2025.239143","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105026991019&doi=10.1016%2Fj.jpowsour.2025.239143&partnerID=40&md5=134d326a319dab65a8e8a586979f3478","Anode materials; Anodes; Data mining; Desorption; Digital storage; Metal ions; Porosity; Porous carbon; Variational techniques; Carbon anodes; Electrode models; Hard carbon; Hard carbon anode; Hollow sphere; Na+storage mechanism; Pore filling; Sodium ion batteries; Storage mechanism; Stress evolution; Sodium-ion batteries","Article","Final","","Scopus","2-s2.0-105026991019"
"Cui T.; Hu H.; Min Y.","Cui, Tingting (57190287388); Hu, Hao (60381972700); Min, Yonggang (7202198581)","57190287388; 60381972700; 7202198581","Subnanometer nickel clusters anchored in bilayer Ti2CF2MXene: A density functional theory study on interlayer regulation for enhanced Li-ion storage and kinetics","2026","Journal of Power Sources","663","","238885","","","0","10.1016/j.jpowsour.2025.238885","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029935541&doi=10.1016%2Fj.jpowsour.2025.238885&partnerID=40&md5=e4ff38461d2806255fb70b444fd30c61","Anode materials; Anodes; Density functional theory; Design for testability; Digital storage; Ions; Lithium compounds; Nickel; Nickel compounds; Size determination; Surface chemistry; Titanium carbide; Bi-layer; Density functional theory studies; Density-functional-theory; Ion batteries; Lithium ions; Mxene; Ni clusters; Nickel clusters; Sizes effect; Sub nanometers; Lithium-ion batteries","Article","Final","","Scopus","2-s2.0-105029935541"
"Yingling D.J.; Peng Y.; Vachon R.J.; Pal D.R.; Jariwala S.J.; Cabral F.R.G.; Hu S.-H.; Verma R.; Chiranji V.; Kumar A.; Sarma S.; Bowman K.A.","Yingling, Daniel J. (56816882100); Peng, Yimai (57206635324); Vachon, Robert J. (58945650100); Pal, Dipti R. (58945469800); Jariwala, Sagar J. (58485892700); Cabral, Felipe R.G. (57205194226); Hu, Shih-Hsin (57220753497); Verma, Rajan (58944452900); Chiranji, Vamshidhar (58944793700); Kumar, Anil (58945303100); Sarma, Santanu (58945138200); Bowman, Keith A. (56872475400)","56816882100; 57206635324; 58945650100; 58945469800; 58485892700; 57205194226; 57220753497; 58944452900; 58944793700; 58945303100; 58945138200; 56872475400","An Adaptive Clock Duty-Cycle Controller to Mitigate Aging-Induced Clock Duty-Cycle Distortion in Automotive and IoT Processors","2026","IEEE Journal of Solid-State Circuits","61","2","","713","723","0","10.1109/JSSC.2025.3578413","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011715903&doi=10.1109%2FJSSC.2025.3578413&partnerID=40&md5=ea1cf1b77904228f5e386177f5be5327","Adaptive control systems; Compliance control; Electric clocks; Electric distortion; Man machine systems; Negative bias temperature instability; Program processors; Adaptive circuit; Auto calibration; Automotive processor; Automotives; Bias-temperature instability; Clock distribution; Clock distribution aging; Clock duty cycle; Duty cycle correctors; Duty cycle distortions; Duty-cycle; Duty-cycle adjuster; Duty-cycle detector; Duty-cycle distortion; Duty-cycle monitor; Negative bias; Negative-bias temperature instability; Positive bias temperature instabilities; Positive-bias temperature instability; Variation tolerant design; Aging of materials","Article","Final","","Scopus","2-s2.0-105011715903"
"Yilmaz G.","Yilmaz, Gokcen (56028635200)","56028635200","BIM-CAP: A tool for assessing building information modelling capabilities of architecture, engineering, construction and facilities management processes","2026","SoftwareX","34","","102575","","","0","10.1016/j.softx.2026.102575","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030938444&doi=10.1016%2Fj.softx.2026.102575&partnerID=40&md5=a06e728a3a11f3fd4a97cb934dd4d444","Application programs; Architectural design; Artificial life; Building Information Model; Ecodesign; Facilities; Information management; Information theory; Life cycle; Life cycle assessment; Office buildings; Open systems; Project management; User interfaces; Visual analytics; Architecture engineering; Building information modeling; Building Information Modelling; Capability assessment; Digital transformation; Facilities management; Maturity model; Model-view-template architecture; Modelling capabilities; Open-source softwares; Open source software","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105030938444"
"Emma O.","Emma, Ottaviano (60234643900)","60234643900","Extended reality in the digital age: A literature review on technology-driven learning environments","2026","Computers and Education: X Reality","8","","100127","","","1","10.1016/j.cexr.2025.100127","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105024587512&doi=10.1016%2Fj.cexr.2025.100127&partnerID=40&md5=06b20e10e8c8e8cb846d0a612e32b084","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105024587512"
"Kim S.; Kwon S.; Shon T.","Kim, Sungbum (57223979024); Kwon, Sungmoon (56525858300); Shon, Taeshik (13408680500)","57223979024; 56525858300; 13408680500","Smart Home IoT Forensics in Matter Ecosystems: A Data Extraction Method Using Multi-Admin","2026","Electronics (Switzerland)","15","4","884","","","0","10.3390/electronics15040884","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031528127&doi=10.3390%2Felectronics15040884&partnerID=40&md5=ce8820d5ccf2e1d264554288f582d25e","Automation; Computer forensics; Data acquisition; Ecosystems; Electronic crime countermeasures; Extraction; Forensic engineering; Intelligent buildings; Smart devices; Smart homes; Data extraction; Evidence acquisition; Extraction method; Extraction procedure; Matter; Non destructive; Real-world; Smart homes; Time cost; Internet of things","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105031528127"
"Arjomandi M.; Mukherjee T.","Arjomandi, Mohammad (59533088200); Mukherjee, Tuhin (57209088455)","59533088200; 57209088455","A review of applications of collaborative robot in welding and additive manufacturing","2026","Robotics and Computer-Integrated Manufacturing","100","","103256","","","0","10.1016/j.rcim.2026.103256","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029479464&doi=10.1016%2Fj.rcim.2026.103256&partnerID=40&md5=e9f4722fa0eef36eebc947e0730046a3","Additives; Collaborative robots; Digital twin; Human computer interaction; Industrial robots; Open systems; Robot applications; Robot programming; 3-D printing; 3D-printing; Arc deposition; Collaborative robots; Directed energy; Directed energy deposition; Energy depositions; Humaninteraction; Language model; Large language model; Wire arc; Wire arc deposition; Lasers; Welding","Review","Final","","Scopus","2-s2.0-105029479464"
"Schieffer G.; Leon E.A.; Wahlgren J.; Pearce R.; Peng I.; Shi R.; Gokhale M.","Schieffer, Gabin (58548422100); Leon, Edgar A. (22734912600); Wahlgren, Jacob (57818643100); Pearce, Roger (7201447207); Peng, Ivy (56492578400); Shi, Ruimin (59377049100); Gokhale, Maya (7006140730)","58548422100; 22734912600; 57818643100; 7201447207; 56492578400; 59377049100; 7006140730","Inter-APU Communication on AMD MI300A Systems via Infinity Fabric: A Deep Dive","2026","MEMSYS 2025 - Proceedings of the International Symposium on Memory Systems","","","","238","250","0","10.1145/3767110.3767130","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031141273&doi=10.1145%2F3767110.3767130&partnerID=40&md5=ca8e5dc0ca2e6141c0cf252cfe1ebf7b","Application programming interfaces (API); Auxiliary power systems; Benchmarking; Computer systems programming; Digital storage; Human computer interaction; Human engineering; Object oriented programming; Program processors; Supercomputers; AMD accelerated processing unit; Data movements; Deep dives; GPU accelerators; High bandwidth; Infinity fabric; Inter-GPU communication; Mi300; Performance; Processing units; Graphics processing unit","Conference paper","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105031141273"
"Bachtiar A.M.; Dharmayanti D.; Alfathur R.D.","Bachtiar, Adam Mukharil (56411885900); Dharmayanti, Dian (57204187129); Alfathur, Reymunda Dwi (60261579500)","56411885900; 57204187129; 60261579500","Design Thinking to Enhance E-Commerce Accessibility for Blind Users in Indonesia","2026","ASEAN Journal of Science and Engineering","6","3","","351","362","0","10.17509/ajse.v6i3.90874","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105026244071&doi=10.17509%2Fajse.v6i3.90874&partnerID=40&md5=0f23f427c3e0588382a244976b4ff53a","","Article","Final","","Scopus","2-s2.0-105026244071"
"Chen Y.; Lin H.; Zhang T.; Dave A.; Mitchell J.; Whitacre J.; Viswanathan V.","Chen, Yuhan (60112120800); Lin, Hongyi (57196395456); Zhang, Tianyi (60112011700); Dave, Adarsh (57212590938); Mitchell, Jared (57212585321); Whitacre, Jay (7003310456); Viswanathan, Venkatasubramanian (35754974700)","60112120800; 57196395456; 60112011700; 57212590938; 57212585321; 7003310456; 35754974700","ElyteOS: Software for automated electrolyte preparation, measurement, and data management","2026","SoftwareX","34","","102565","","","0","10.1016/j.softx.2026.102565","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030878552&doi=10.1016%2Fj.softx.2026.102565&partnerID=40&md5=c24d560156547f0a26942ea7c667e934","Automation; Computer software; Data visualization; Digital storage; Graphical user interfaces; Information management; Laboratories; Secondary batteries; Visualization; Battery; Battery performance; Battery technology; Data searching; Data storage; Lab equipments; Laboratory automation; Measurement data; User friendly interface; Visualization tools; Database systems; Electrolytes","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105030878552"
"Song B.; Zhang J.; Hao S.; Shao C.; Fu P.; Wen J.; Yang J.; Cong H.; Pan C.","Song, Boya (60136322100); Zhang, Jing (59526465000); Hao, Sanwei (57220869596); Shao, Changyou (57194770465); Fu, Peng (57202057818); Wen, Jialong (36618491100); Yang, Jun (57188658525); Cong, Hailin (7006719182); Pan, Caofeng (60116194200)","60136322100; 59526465000; 57220869596; 57194770465; 57202057818; 36618491100; 57188658525; 7006719182; 60116194200","Multifunctional Hydrogel Interfaces: Reshaping the Future of Flexible Electronics","2026","Advanced Materials","38","13","e20644","","","0","10.1002/adma.202520644","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028531998&doi=10.1002%2Fadma.202520644&partnerID=40&md5=71513fbdcbd4464152fd7aec7e230aed","Biomimetics; Data integration; Ecodesign; Hydrogels; Inverse problems; Sustainable development; hydrogel; Biointerfaces; Closed-loop operation; Interfacial property; Micro-structural; Multifunctional hydrogel; Multifunctionals; Multimodal perception; Response levels; Tailorability; Thermo-chemical; artificial intelligence; digital twin; drug development; electronic skin; electronics; energy conservation; human; pharmaceutics; review; robotics; sensor; smart device; standardization; wearable device; Flexible electronics","Review","Final","","Scopus","2-s2.0-105028531998"
"Martinez-Ruedas C.; Pérez-Galvín A.; Linares-Burgos R.","Martinez-Ruedas, Cristina (57876560000); Pérez-Galvín, Adela (56979383000); Linares-Burgos, Rafael (59187619100)","57876560000; 56979383000; 59187619100","A Proof of Concept for an Agrifood Data Space Based on Open Data and Interoperability","2026","Applied Sciences (Switzerland)","16","4","1831","","","0","10.3390/app16041831","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031588826&doi=10.3390%2Fapp16041831&partnerID=40&md5=1fe664c91205acfe0f641cb5e3243cb5","Agronomy; Application programming interfaces (API); Crops; Data integration; Information management; Open Data; Remote sensing; Smart agriculture; Time series; Agrifood; API; Data reuse; Data space; Data-source; Digital agriculture; Proof of concept; Smart agricultures; Space-based; Times series; agricultural management; agriculture; algorithm; article; cleaning; decision support system; diagnosis; human; imagery; olive; outlier detection; proof of concept; remote sensing; Spain; time series analysis; vegetation; Interoperability","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105031588826"
"Gao Y.; Danks J.; Dawes S.; Besenhard M.O.","Gao, Yueyang (59718380500); Danks, Jacob (60373095500); Dawes, Simon (58010480600); Besenhard, Maximilian O. (55372475000)","59718380500; 60373095500; 58010480600; 55372475000","Foehn: An open-hardware asynchronous scheduling hub for high-throughput liquid-handling workflow","2026","HardwareX","25","","e00748","","","0","10.1016/j.ohx.2026.e00748","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029467339&doi=10.1016%2Fj.ohx.2026.e00748&partnerID=40&md5=86ac6f902892c818c8c2815ea7298ff7","Computer hardware; Concurrency control; Graphical user interfaces; Internet protocols; Laboratories; Open source software; Open systems; Robots; Throughput; Asynchronous operation; Growing demand; High throughput experimentation; High-throughput; Lab Automation; Laboratory automation; Liquid handling; Liquid handling robots; Open hardware; Work-flows; Cost effectiveness","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105029467339"
"Huang J.; Niu D.; Fu Q.; Cao Z.; Lv Y.","Huang, Jie (35315773700); Niu, Ditao (57205479561); Fu, Qiang (36782103500); Cao, Zhiyuan (57201675993); Lv, Yao (57200318365)","35315773700; 57205479561; 36782103500; 57201675993; 57200318365","Distribution of steel corrosion products and their effects on concrete cracking under combined SO2-CO2 exposure","2026","Journal of Building Engineering","120","","115605","","","0","10.1016/j.jobe.2026.115605","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030050340&doi=10.1016%2Fj.jobe.2026.115605&partnerID=40&md5=00e9e82ccb05df2d9c91ec4317e16e8c","Carbon dioxide; Concrete buildings; Concrete products; Corrosion protection; Cracks; Electrochemical corrosion; Localized corrosion; Steel corrosion; Strain measurement; Sulfide corrosion cracking; Surface defects; Surface roughness; CO 2 corrosion; Correlation analysis; Corrosion products; Digital image correlation analyze; Digital image correlations; Protective layer cracking; Protective layers; Rust; SO 2; SO2–CO2 corrosion; Reinforced concrete; Tensile strain","Article","Final","","Scopus","2-s2.0-105030050340"
"Alhumaid K.; Al Hammadi M.M.","Alhumaid, Khadija (57211713050); Al Hammadi, Mona Malalla (60352681600)","57211713050; 60352681600","Context-Aware Attendance Prediction in Mobile Learning Environments Using LSTM Networks for Sustainable Educational Systems","2026","Journal of Internet Services and Information Security","16","1","","92","110","0","10.58346/JISIS.2026.I1.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028582139&doi=10.58346%2FJISIS.2026.I1.006&partnerID=40&md5=3d6f5803c8a20eb23ed20ba0d767d3e2","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105028582139"
"Wei J.; Sun L.; Peng C.; Fan L.; Teng F.; Hao W.; Zhang L.; Sui Q.; Jiang M.","Wei, Juntao (57194349542); Sun, Lingyu (57227578000); Peng, Chang (55349837400); Fan, Longqing (58799800400); Teng, Feiyu (57917895500); Hao, Wei (59858152900); Zhang, Lei (59290424100); Sui, Qingmei (15840475500); Jiang, Mingshun (25630962100)","57194349542; 57227578000; 55349837400; 58799800400; 57917895500; 59858152900; 59290424100; 15840475500; 25630962100","Design and implementation of a digital smart layer for ultrasonic-guided wave-based structural health monitoring","2026","Structural Health Monitoring","25","2","","725","741","1","10.1177/14759217241295363","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210770955&doi=10.1177%2F14759217241295363&partnerID=40&md5=abd37ed5038322c4c66ea42585ce7e36","Bridges; Building materials; Digital subscriber lines; Foundations; Hydraulic structures; Piezoelectric actuators; Piezoelectricity; Pressure vessels; Religious buildings; Structural health monitoring; Ultrasonic testing; Ultrasonic transducers; Ultrasonic waves; Digital smart layer; Flexible printing circuit; Piezoelectric; Piezoelectric diagnose; Smart layers; Structural health; Ultrasonic guided wave; Ultrasound-guided; Ultrasound-guided wave; Wave signal; Piezoelectric transducers","Article","Final","","Scopus","2-s2.0-85210770955"
"Shi S.; Nie X.; Han Y.; Meng L.; Zhang Y.; Qin Y.","Shi, Shaoyang (59895618400); Nie, Xiaoxi (60465234800); Han, Yifei (59548312000); Meng, Lingyi (60466589900); Zhang, Yu (60465234900); Qin, Yechen (55532897600)","59895618400; 60465234800; 59548312000; 60466589900; 60465234900; 55532897600","Resolution-adaptive elevation mapping based road surface preview method for intelligent vehicles","2026","Measurement: Journal of the International Measurement Confederation","272","","121066","","","0","10.1016/j.measurement.2026.121066","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105032386200&doi=10.1016%2Fj.measurement.2026.121066&partnerID=40&md5=45341c1ced2701ce91e0563dd218b1c9","Automobile drivers; Digital elevation model; Intelligent vehicle highway systems; Optimization; Road vehicles; Roads and streets; Surveying; Cloud resolution; Digital Elevation Map; Driving environment; Elevation mapping; LiDAR; Point cloud segmentation; Preview; Real- time; Ride comforts; Road surfaces; Mapping","Article","Final","","Scopus","2-s2.0-105032386200"
"Wen Y.; Qi Z.; Fu J.; Wang J.; Xie Y.; Qi L.","Wen, Yuanhong (60284107700); Qi, Zengxiang (59192993100); Fu, Jiawei (35774026200); Wang, Jiancheng (57204138617); Xie, Yixiao (60284704800); Qi, Lehua (7202149172)","60284107700; 59192993100; 35774026200; 57204138617; 60284704800; 7202149172","Multiscale analysis of microstructural evolution and damage mechanisms in carbon fiber reinforced AZ91D magnesium matrix composites under thermal cycling","2026","Materials Characterization","232","","115955","","","0","10.1016/j.matchar.2025.115955","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105026667356&doi=10.1016%2Fj.matchar.2025.115955&partnerID=40&md5=293e8228fd4c7e08a9f4954bb4a66564","Boron compounds; Extrusion; Fighter aircraft; Grain boundaries; Magnesium; Metallic matrix composites; Microcracks; Polymer matrix composites; Reinforcement; Strain; Stress relief; Thermal stress; Carbon fiber reinforced; Full-field measurement; Interfacial damages; Magnesium matrix composite; Mg matrix composites; Micro-structural; Multi scale analysis; Thermal; Thermal cycle; Thermal-cycling; Microstructural evolution; Tensile strength; Thermal cycling","Article","Final","","Scopus","2-s2.0-105026667356"
"Mata O.; Ponce P.; Perez C.; Ramirez M.; Anthony B.; Russel B.; Apte P.; MacCleery B.; Molina A.","Mata, Omar (57203510219); Ponce, Pedro (36787347100); Perez, Citlaly (57226634489); Ramirez, Miguel (13005121300); Anthony, Brian (7006452175); Russel, Bradley (59133211500); Apte, Pushkar (58640663200); MacCleery, Brian (14422516800); Molina, Arturo (58964341400)","57203510219; 36787347100; 57226634489; 13005121300; 7006452175; 59133211500; 58640663200; 14422516800; 58964341400","Digital twin designs with generative AI: crafting a comprehensive framework for manufacturing systems","2026","Journal of Intelligent Manufacturing","37","3","","1049","1072","21","10.1007/s10845-025-02583-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218239005&doi=10.1007%2Fs10845-025-02583-8&partnerID=40&md5=a3c86e2bed2508780a23932fc17c849a","Design for manufacturability; Matrix algebra; Structural dynamics; Virtualization; fuzzy-TOPSIS; Improving efficiency; Language model; Large language model; Morphological matrixes; Performance; S4 framework; Twin design; Twin structure; Virtual models; Smart manufacturing","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85218239005"
"Karimi M.; Brynjólfsson S.; Briem K.; Kristjánsson Á.; Unnthorsson R.","Karimi, Mohammadmahdi (60119297900); Brynjólfsson, Sigurður (23481408700); Briem, Kristín (16051954700); Kristjánsson, Árni (7003487969); Unnthorsson, Runar (22942282900)","60119297900; 23481408700; 16051954700; 7003487969; 22942282900","Perceptual Design and Evaluation of a Forearm-Based Vibrotactile Interface for Transfemoral Prosthetic Feedback","2026","Biomimetics","11","2","112","","","0","10.3390/biomimetics11020112","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031366539&doi=10.3390%2Fbiomimetics11020112&partnerID=40&md5=0f50c46dbfd9ed0a52eb8116515494cd","Actuators; Artificial limbs; Biological organs; Haptic interfaces; Joint prostheses; Joints (anatomy); Physiological models; Sensory feedback; Vision; Wearable technology; Design and evaluations; Haptics; Sensory input; Sensory substitution; Tactile perception; Transfemoral; Transfemoral prosthesis; Vibro-tactile feedbacks; Vibro-tactile interfaces; Wearable haptic; accuracy; adult; amputee; ankle dorsiflexion angle; Article; design; dynamics; elbow; evaluation study; feedback system; female; forearm; frequency; gait; human; human experiment; knee joint; learning; limb movement; male; normal human; proprioception; proprioceptive feedback; questionnaire; recognition; stimulation; temporal bone; touch; upper limb; visual feedback; wrist; Feedback","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105031366539"
"Zhang B.; Oña Vera A.C.; Ooms T.; Tao Y.; Qi Y.; De Corte W.; Wan-Wendner R.","Zhang, Bo (59394459600); Oña Vera, Andrea Carolina (58611769200); Ooms, Ticho (57220093014); Tao, Yaxin (57203972676); Qi, Yuming (57208530308); De Corte, Wouter (22034154700); Wan-Wendner, Roman (57215378330)","59394459600; 58611769200; 57220093014; 57203972676; 57208530308; 22034154700; 57215378330","Effective elastic modulus of 3D printed plastic 2D and 3D infill patterns","2026","Mechanics of Materials","215","","105601","","","0","10.1016/j.mechmat.2026.105601","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105027307234&doi=10.1016%2Fj.mechmat.2026.105601&partnerID=40&md5=74f559442520881035b3fb0e7ad17d87","Geometry; Rigid structures; Shear flow; Strain measurement; Stress analysis; Structural design; Structural optimization; 3-D printing; 3d printed infill pattern; Density elastic modulus; Design parameters; Effective elastic modulus; Gyroids; Inclination; Inclination angles; Rectangle; Unit cell size; Elastic moduli; Shear stress","Article","Final","","Scopus","2-s2.0-105027307234"
"Chen Y.; Lu G.; Qu S.","Chen, Yining (59707350700); Lu, Guoying (57195074695); Qu, Siyuan (59178079100)","59707350700; 57195074695; 59178079100","Enhancing Access for the Visually Impaired: A Multisensory Auditory-Visual Integration System with Smart Glasses in Libraries","2026","Proceedings of SPIE - The International Society for Optical Engineering","14018","","1401814","","","0","10.1117/12.3088759","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029444120&doi=10.1117%2F12.3088759&partnerID=40&md5=97aab945e259fe0cbc2d9c7d89eb82f0","Assistive technology; Cameras; Character recognition; Digital libraries; Human rehabilitation equipment; Learning systems; Libraries; Machine learning; mHealth; Object recognition; Speech recognition; Text processing; Vision aids; Wearable computers; Assistive; Assistive technology; Auditory-visual; Multisensory; Objects detection; Remote servers; Smart glass; Visual integration; Visually impaired; Wearable devices; Glass","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105029444120"
"Zhu L.; Zhang X.; Zhang Z.; Wu D.; Gao L.","Zhu, Linkai (57224120847); Zhang, Xueyan (59525698800); Zhang, Zeyu (59927343500); Wu, Di (58173291600); Gao, Longxiang (36133254500)","57224120847; 59525698800; 59927343500; 58173291600; 36133254500","LegiCode: A blockchain-legal LLM framework for real-time compliance in smart contract generation","2026","Empirical Software Engineering","31","2","24","","","0","10.1007/s10664-025-10760-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105024062233&doi=10.1007%2Fs10664-025-10760-9&partnerID=40&md5=2d3cdf02158e9d39a23b70823ae34492","Chains; Code converters; Codes (symbols); Coding errors; Compliance control; Computational linguistics; Data Sharing; Natural language processing systems; Problem oriented languages; Query languages; Regulatory compliance; Security of data; Smart contract; Block-chain; Cross-border; Data transaction; Digital system; Domains specific languages; Language model; Legal compliance; Legal language model; Real- time; Regulatory obligations; Blockchain","Article","Final","","Scopus","2-s2.0-105024062233"
"Liu Y.; Li Z.; Luo L.; Wang S.; Wang R.; Wu R.; Xia D.; Cheng S.; Zou Z.; Li X.; Liu Y.; Qi Y.","Liu, Yixin (59210585900); Li, Zhimin (55707005900); Luo, Lin (57205887371); Wang, Simin (59210586000); Wang, Ruqin (58751336400); Wu, Ruonan (60429008400); Xia, Dingchang (60428487800); Cheng, Sirui (60428354600); Zou, Zejing (59209876400); Li, Xuanlin (59209701400); Liu, Yujia (57196154109); Qi, Yingtao (58222222300)","59210585900; 55707005900; 57205887371; 59210586000; 58751336400; 60429008400; 60428487800; 60428354600; 59209876400; 59209701400; 57196154109; 58222222300","Quantitative Perceptual Analysis of Feature-Space Scenarios in Network Media Evaluation Using Transformer-Based Deep Learning: A Case Study of Fuwen Township Primary School in China","2026","Buildings","16","4","714","","","0","10.3390/buildings16040714","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031516001&doi=10.3390%2Fbuildings16040714&partnerID=40&md5=5560d07ee5d0435d3f11fa7dc8c425a5","Decision making; Deep learning; Learning systems; Philosophical aspects; Rural areas; Semantic Web; Spatial variables measurement; Characteristic scene identification; Optimisations; Perception evaluation; Place-based; Primary schools; Public perception; Rural campus; Scene identifications; Semantic analysis; Transformer modeling; Semantics","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105031516001"
"Zingari F.; Gallo F.; Madonna A.; Barone S.; Borelli M.; Giudice A.","Zingari, F. (36601888100); Gallo, F. (52463466900); Madonna, A. (59982806400); Barone, S. (57200089446); Borelli, M. (7004207098); Giudice, A. (7004740948)","36601888100; 52463466900; 59982806400; 57200089446; 7004207098; 7004740948","Three-dimensional assessment of the malar bone implant engagement of 100 zygomatic implants: a retrospective study","2026","International Journal of Oral and Maxillofacial Surgery","55","3","","358","367","0","10.1016/j.ijom.2025.08.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015158541&doi=10.1016%2Fj.ijom.2025.08.009&partnerID=40&md5=58157c00f4c0b28412c43c82036804c7","Adult; Aged; Dental Implantation, Endosseous; Dental Implants; Female; Humans; Imaging, Three-Dimensional; Male; Maxilla; Middle Aged; Retrospective Studies; Tomography, X-Ray Computed; Treatment Outcome; Zygoma; titanium; adult; Article; atrophic maxilla; bone implant engagement; classification; clinical article; cohort analysis; computer assisted tomography; cone beam computed tomography; controlled study; female; follow up; human; implant site; male; observational study; retrospective study; three dimensional printing; zygoma; zygoma anatomy guided approach classification; aged; diagnostic imaging; maxilla; middle aged; procedures; surgery; three-dimensional imaging; tooth implant; tooth implantation; treatment outcome; x-ray computed tomography","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105015158541"
